asin,title,brand,price,related,imUrl,salesRank,categories,description,pic_downloaded,boots,sex,image_path
B0061IPABY,"""HADES IXX Women's Fashion Hot Victorian Styled Quilted Stitched Ankle-high Boots""",,155.99,"{'also_viewed': ['B00FFU5Y5Q','B00JB1SIA8','B00GIC7G2O','B002RT6IOE']}",http://ecx.images-amazon.com/images/I/51Au34UlEQL._SY395_.jpg,{'Shoes': 401088},,,True,True,women,pics_boots/B0061IPABY.jpg
B0052Z95Q8,Harley Davidson Jessie Black Womens Motorcycle Western Boots,,83.48,"{'also_viewed': ['B007CZD5LC','B00BLKE496','B004J4X88Y','B005MTHUC0','B00EP0JR3W','B00B2HPVAO','B007CZD5PS','B00G9SNFQ8','B00JBK0SES','B001MKDMHA','B005IKJ8AK','B00AKYSX46','B00GWVQ0PK','B00BLKEAX6','B004J4X8MU','B001TDL57O','B00B2HPVE0','B00D5XS1J6','B008BDE99Q','B001TDL5DI','B00361FUIM','B0057D3ONK','B005IKJ8AU','B00GWRQQGC','B004RDWDA6','B00A4VLR7U','B00AKJP87G','B00DT36SIS','B0030MIHVO','B001IBOMTA','B00H7KF6ZA','B00IQ4GESO','B008CO538A','B009HPDNAI','B00AS9UT8G','B00D5XS0OC','B003BIEZZY','B007RCI71I','B00822D3SE','B00H5XQ6CQ','B00DHLD54W','B00D5XS1FK','B00E6N4N78','B002C4KHI2','B00H5XQCHK','B0057D3Q6K','B007V2Y7YA','B005IKJ8B4','B009HPDNHG','B00DKMGNX8','B009HPDNQ2','B0057D3Q5G','B00JMOURQW','B007H4NJ6Y','B005IKJ8DM','B002CGSS3Q','B00BPTGZT0','B00BGEN1F0','B00H5XQ99G']}",http://ecx.images-amazon.com/images/I/41bTnMTxHVL._SY395_.jpg,{'Shoes': 156888},,,True,True,women,pics_boots/B0052Z95Q8.jpg
B00FMM0NDK,Baulina Womens Faux Fur Button Shearling Boots Black 10,,,"{'also_bought': ['B00FMM1000','B00AY7YMLW','B008MPH6OI','B005HURKRY','B005PSYHP6','B009PSKTEA','B00FMM1JR4','B005PTA7AE','B00ESG3C2A','B005PWW7HM','B00HHFBP2S','B00DU3A0G8','B00G9CEUYK','B00FXHFWXA','B007HR877C','B00FD63T22','B005QBN2RG','B009PRE6LI','B00FJ8WTPC']'also_viewed': ['B00G9CEUYK','B008MPH6OI','B00AY7YMLW','B005HURKRY','B00FC1W5IW','B00FMM1000','B009PSKTEA','B005PSYHP6','B005QBN2RG','B0085B924Q','B00AT6ARS0','B00A4PXOPE','B007HR877C','B005PWW7HM','B00FMM1JR4','B003CYM702','B0092ORQ5W','B00FE6ORMC','B003DNR75C','B005407SEW','B00GABG2UA','B003DNR4X2','B006GGEKEE','B0061XWE18','B009OLCOUK','B0026ZQJSO','B005PTA7AE','B00A0S66G4','B00BMIDHYU','B00AYB741I','B004PY0V9C','B00G3KZVL4','B009PRE6LI','B005QB3FZ0','B00FXHFWXA','B004KEUHPK','B0092ORYEA','B0012FX3GU','B00HLZB8PS','B00GNJ7K0A','B0073E5UR4','B0041T5E20','B00H4SHVEE','B00ESG3C2A','B00H4SHRUC','B00GVMYV7E','B009OLBUQO','B00HHFBP2S','B00B7QHC0W','B00GJJY1RO','B00F5VOV1I','B009OLEV6A','B004HZ8AI8','B00GC2L4SM','B008O51JRQ','B004W6K9WM']'bought_together': ['B00FMM1000','B00AY7YMLW','B008MPH6OI']}",http://ecx.images-amazon.com/images/I/31Ih6zgPD0L._SX395_.jpg,{'Shoes': 73050},,,True,True,women,pics_boots/B00FMM0NDK.jpg
B00EOUP728,Brinley Co Womens Studded Lace-up Detail Boots,,22.99,"{'also_viewed': ['B005P4T8RM','B009XJKXWE','B005OL9FQK','B005PTAY2A','B008MPH6OI','B005QBN0R8','B005QBN2RG','B0091KXI3Q','B00EB5Q7RK','B005PWW7HM','B00EB42RGQ','B003DNR75C','B005PSYUJO','B00EZ8A38M','B005P5L4UU','B00EZ8EES2','B0092T45XI','B005P3OST6','B009RB87WG','B00DMEO91M','B00EZ8GA5C','B00683RLM8','B005PTAJBG','B009SNXFJ8','B005P3OH0G']}",http://ecx.images-amazon.com/images/I/41SqAPAavgL._SY395_.jpg,{'Shoes': 226776},,,True,True,women,pics_boots/B00EOUP728.jpg
B00EYPJI0K,Cowboy Professional - Womens Genuine Classic Leather Cowboy Boots with Silver Studs Snip Toe,,149.0,"{'also_viewed': ['B00EZ6S0SY','B00DYX0LG8','B00DWKJ8TO','B00EYQX14I','B0077QNAUW','B00DSFA4K0','B00DSF9NNO','B008KCTHZE','B003N7MY7O','B00DWISAXG','B00DSFAB5I','B00DSF9TOW','B00DWG608U','B003EQ82IE','B00DSFAJW8','B00971JPM2','B00EAI4AD6','B007DLAGRQ','B0044QZEE8','B00DYX0JC4','B008YTZCBQ','B00EOFQ4L6','B00B04QENC','B007RN671O','B00BUIVMDU','B0078IUBSS','B005UVQIKK','B006BAIQ7C','B00D10KEFM','B00DUDNWEK','B009750CHK','B002T1G5AM','B00EYQA6M8','B00418BEL6','B005I3VZ3K','B00DYX0WBC','B007YZBRHO','B0088WANEK','B003B3OWDY','B0051SDRQ0','B003B3P0TO','B00EYQWMQG','B00D4TJO7E','B00ID7BFEM','B00BUIV848','B00DWJ3YSG','B0044QYFM0','B009A9Q3LW','B00IGRDYUW','B00DWKIZZC','B00DT6NYBO','B0081UPJA2','B00CN0W8UK','B00DWF6RB6','B009750CH0','B00DS1H1RS']}",http://ecx.images-amazon.com/images/I/51XCmLIFeyL._SY395_.jpg,{'Shoes': 255576},,,True,True,women,pics_boots/B00EYPJI0K.jpg
B0082CWRSQ,"""Franco Sarto Women's' Storm' Ankle Boots""",,,"{'also_viewed': ['B00BXF3V2K','B003U659BQ','B003DSGU2I','B00CU90YQE','B00BFZXCO0','B007KHC7W0','B00E6KF0XC','B0051DA9J8','B00CI3GGIM','B00G6176AE','B00B7WG4XW','B00EADWJKM','B0065CTQR0','B00AWLYXWI','B004YJCNO4','B00CESE0MU','B007KHCB1W','B00CES5EYI','B004NL98RI','B007KHC7PW','B007ZMYI72','B00DRF5FPU','B00BXF3V8E','B00AUC84ZG','B007CHBBXY','B009O0PPYI','B009DDZANM','B00BXEWT24','B00EZKK71S','B00DWZVN3S','B007P2HLDK','B00DYS0BP4','B0089XVWAW','B00G618022','B0052WASRG','B008AH5PKA','B004T0YIX2','B00AUC85AA','B00G61CMDU']}",http://ecx.images-amazon.com/images/I/41K9cpj1rLL._SX395_.jpg,{'Shoes': 233046},,,True,True,women,pics_boots/B0082CWRSQ.jpg
B0047CXXRO,Nevados Womens Talus Mid Chocolate Chip/Stone/Twilight Blue Leather-And-Mesh Boots 11,,,"{'also_bought': ['B0090W6S9G','B001JAGHPC']'bought_together': ['B0090W6S9G']}",http://ecx.images-amazon.com/images/I/51ZJNfs1jwL._SX395_.jpg,{'Shoes': 85895},,,True,True,women,pics_boots/B0047CXXRO.jpg
B00EEXWCKK,ALDO Salazie - Women Ankle Boots,,,"{'also_bought': ['B00C3VSMHM','1402779232']'also_viewed': ['B00K0M5EOK','B00EE4AR3I','B00C3VSMHM','B00LWTMROA','B00LV70VJ6','B00BXEWT24','B0084ABDTA','B008B5CCHA','B00LX9HK5A','B00K1W9ICS','B0084ABC0K','B00FIXYAIW','B00LWU9972','B00LWWH0RQ','B00K0LQYAE','B00C847F4U','B00BT9JD86','B00K8Q581C','B00A7P6YSU','B00EL3PT4E','B00F4VS1HO','B00LXABLOK','B00LWYDW9E','B00B09I6W4','B00CN4NSUA','B00DRATNOO','B00AA8X6IU','B00CJPY5TG','B008B50Z7O','B00LWX20BQ','B00F2FAPBC','B00LVGMUPA','B00CM2P9PK','B00E1C9OD2','B00K0M6DDQ','B00K0LQ7JC','B00DOTDJHK','B00LVAR90W','B008AQXQIY','B00LXA4NKY','B009O0PPYI','B00K0MF2DS','B0051DA9J8','B0089XVWAW','B00CM3H4HA','B00CFCE6EM','B00LWTXCAI','B008JESLDW','B00DPHGVAS','B00E6KF0XC','B00K5MESHO','B007ZMYI72','B009MLVDX6','B00AUC84ZG']}",http://ecx.images-amazon.com/images/I/41oaJiqpwPL._SY395_.jpg,{'Shoes': 43110},,,True,True,women,pics_boots/B00EEXWCKK.jpg
B00CLSV5F8,"""Twisted Women's Ava Knee High Hidden Hidden Platform Stiletto Heel Zip Up Boots with Faux Fur Trim and Buckle Details - Black""",,34.99,"{'also_bought': ['B00A8YXHKS','B00919GY7E','B003THNNIM','B00GJKSWIM','B00HWZ8VFC','B00EY6DMR4','B007E5AHFW','B00A2LTCBK','B00DR7E6ZI','B008SK76EW','B00C9X44EE','B006G31Z9A','B0097B650M','B00AOCA22A','B00EI47Z9S','B00CMV40CO','B00LWLK89O','B00D5CKQIG','B00GSNHM0O','B00G4EN9WM','B00I0V68OS','B00GKC1KL0','B00COP43H0','B00DR4LUQY','B00CIODPOY','B00EOI5S3S','B00GG3Q6K8','B00KFVA0M2','B00EYFMGK4','B00E1E0F7Y','B0097B0KBM','B00GNPXM6U','B00GI6IASO','B007WAF02E','B00G209UTO','B00EB5Q7RK','B00DOTDJHK','B0092ORM2E','B00DB8DIWK','B008BHSAZ6','B00A6UARO8','B008X0EW44','B00EALWFA8','B00CMGRVIY','B008X0E604','B0069WBIOK','B00EY8D0OM','B00GNOLKLA','B0013STSDS','B00E96B9UG','B00AY7YMLW','B00GUYISXQ','B00FC3498O','B0094G8RKQ','B00ES8F0LO','B0080IOJHO','B00KP8A73W','B0091KYII0','B00EUIGCS2','B0052W5XP8','B00829P6IC','B00KF629WQ','B00ARBSMYI','B007251834','B00EI8GGIA','B007UMEX36','B0099NMTYO','B0090PLSAC','B008G5HQ9Y','B009COQLM6','B00ANI0LZI','B00AVPHH4Q','B00HHFBP2S','B00CIRJXG0','B00BYOBZQO','B0045ZFDWG','B00DU2NM1O','B00D3ZHR8C','B00BETMSG0','B00L8V6H5M','B00901MLNO','B00KC0IRLC','B008DSL17W','B0074T7TY0','B0083YI8A4']'also_viewed': ['B00GJKSWIM','B0097B0KBM','B003THNNIM','B00A2LTCBK','B00919GY7E','B00HWZ8VFC','B00BG0EZ1I','B008PBWGN0','B009VN935K','B0091KYII0','B00EI47Z9S','B00EOI5S3S','B00919HQDK','B00A6UARO8','B00919FZWY','B00G209UTO','B009XWNAQC','B00CZ4ZONW','B00EY6DMR4','B00H2OKZ2A','B005PPCFFI','B00E96B9UG','B00GJKUM3K','B005F25QIE','B00D5OYK4U','B00HRQU44C','B00GG3Q6K8','B009N79LFG','B000I7Y6M8','B00H4QMWAE','B00GSK0CDQ','B00D5OYIRY','B00H2L946G','B004QMXLPO','B00CMGRVIY','B0097B650M','B00H9FJSB6','B007E5AHFW','B00AODVTK8','B00FZEVQ0Y','B004VCQQPG','B007NDD2VG','B000AUFZR8','B00EUIGCS2','B00F8H6BUI','B00ENR6GA4','B00FTS9U0E','B00A8YXHKS','B00IAD7P4I','B00H6BW0L8','B005F25PZS','B003HCB5YS','B003DWZV9W','B005P3ONLY','B00CMV40CO','B00A044PK2','B009VIZXTK','B005PDAX8Q','B004RFD8DK']'bought_together': ['B00A8YXHKS','B00919GY7E','B003THNNIM','B008SK76EW']}",http://ecx.images-amazon.com/images/I/41HTjn9BVEL._SY395_.jpg,{'Shoes': 37135},,,True,True,women,pics_boots/B00CLSV5F8.jpg
B00F9F1YPG,Pauline-34 JR Girls Tall Riding Buckle Fashion Fux Leather Boots,,23.9,"{'also_bought': ['B00ENN1XK6','B009OS8QNM']'also_viewed': ['B008CN3C02','B00ENN1XK6','B00AL4IPDE','B009OS8QNM','B00GGV8TFA','B00AWKM574','B00AWKI9YM','B00I1K4I3Q','B008CN3PKY','B008CN43AU','B008XNMVYY','B00GBKEUOU','B00H4SHZPO','B00AL5D0LK','B00AL5THKI','B00F9QZJ38','B00FIRQ46E','B00GOPTURY','B00I1K4GOW','B00K6UJISO','B009MSCC4S','B00AS3A180','B00G4KS0WA','B00FXHFWXA','B00FMM1AS2','B00CTLP8GO','B00GA592DU','B00GOPUW2G','B00GOZIHMS','B00FIRPZ4G','B008CN3XCY','B00H3QJ1EA','B008HU9NR6','B00E8PW91Q','B00EECGNB0','B00DP4HVH8','B007L023BQ','B00GSY2FI2','B00HGIA8BU','B00I1K4J8A']'bought_together': ['B00ENN1XK6']}",http://ecx.images-amazon.com/images/I/31FRmVrPBzL._SY395_.jpg,{'Shoes': 157044},,,True,True,women,pics_boots/B00F9F1YPG.jpg
B00H2VU4GA,West Blvd Womens TEHRAN THIGH HIGH Boots Over The Knee Motorcycle Biker Riding Flat Heels Shoes,,,"{'also_bought': ['B00G6UPWDS','B009GSOR7O','B00HWISUBO','B00GS24ZX2','B00GNCVAB2','B00EB5Q7RK','B00H5IYFW4','B00DZHZTLA','B00GNGMK62','B00I0I2IXQ','B00EPRATAK','B00FZ5Q7V6','B00GNKKDYO','B00DQX65PW','B00GAP3KBK','B008Y1XZX6','B00AERGJF4','B00AEKWSGK','B00FPBY1LS','B00AER2L0Q','B00FHBN3PQ','B00F4FD8AA','B00AVPHH4Q','B00FKH09NG','B005KE1ZYG','B00G4EN9WM','B00IM6XSWG','B00EPRBBMU','B009C6IH9Y','B00ETF30MW','B00EPRAJ7S','B00G4EZ5Y2','B00EPRB3UU','B00I1TYZUI','B00AM481BO','B00G6IN31I','B00EOFQ4L6','B00FVZG3DM','B00IEJL08K','B0097B0KBM','B00EY6KJMU','B00HN2PABW','B00E87G35W','B00EPQEAJ2','B00FQI68PM','B00FEL1Y5U','B00AOCA22A','B00CJJ6AZ4','B00AVPH7RI','B00FFI5FFC','B00B00HU8O','B00GEG7A48','B005JE8L4O','B00FM1MKGO','B00D75QXEW','B00E9863TQ','B00BZ4OQV4','B00CD7BUA2','B008SCLAW4','B005ZZBIBK','B00A8YXHKS','B007WAF02E','B008X0EW44','B00GUYISXQ','B00GNU62TO','B00GAOM59E','B005FCTAS6','B00EI8GGIA','B00003CXKM','B00IAXV67A','B000RBGV8M','B00BNCN8N0','B0096D4GBG','B009V1GEXG','B00A6UARO8','B0081LJVP0','B008JST4Q6','B008SK76EW','B00DDMYJ04','B00F0KT2WC','B00D3ZHR8C','B00KP8A73W','B00CWB98J4','B00CWB98EO','B00BY6I5KG','B009PMIKYW','B00HHFBP2S','B00EPQIZZW','B00CN47GXA','B00902G8RS','B00E34CA66','B00GTZXFQG','B00H2SU5ZI','B008BHSAZ6','B00E1E0F7Y','B00CF5C6HI','B0092T9TI4']'also_viewed': ['B00G6UPWDS','B009GSOR7O','B00GNCVAB2','B00GS24ZX2','B00HWISUBO','B00H5IYFW4','B00AERGJF4','B00GNKKDYO','B00FSKXE8M','B00FZ5Q7V6','B005KE1ZYG','B009VK24XQ','B00GAP3KBK','B00G6IN31I','B0090S9GOY','B00I4MMKT0','B00EB5Q7RK','B00I0I2IXQ','B00GNGMK62','B00HN32CUI','B00G4LO7PS','B00FA52QL6','B00DZHZTLA','B00FDND5SS','B00EPRATAK','B00EZ8NZM8','B00AER2L0Q','B008Y1XZX6','B00HJ1ERIO','B008XI7AFE','B005FCTAS6','B00FFI5FFC','B00HN31NOE','B00FPBVBDY','B00FPBY1LS','B00FL34FYS','B00AEKWSGK','B00FRKX2VW','B00HJ1ECBG','B00FVZG3DM','B00FNHNFFW','B00919GY7E','B00FHBN3PQ','B00G4EN9WM','B008G1G71G','B00EZ8EES2','B004I168IK','B00E8PWJRU','B00AVPHH4Q','B00GAP374K','B00EZDN6UO','B00CMGRVIY','B00HN2PABW','B00G4EZ5Y2','B00KFR83ZC','B005JE8L4O','B003ULGJMY','B00IRFY7CC']'bought_together': ['B00G6UPWDS','B00HWISUBO','B009GSOR7O','B00EB5Q7RK']}",http://ecx.images-amazon.com/images/I/311wc3tHumL._SY395_.jpg,{'Shoes': 30266},,,True,True,women,pics_boots/B00H2VU4GA.jpg
B00CP6445E,"""Spring Step Women's BOURGEOIS Comfort Zipper Ankle Boots""",,,"{'also_viewed': ['B00CP65YNK','B00CP616PA','B008XI79QE','B0093DKMY4','B00CP63298','B0093DMFQ2','B0093DKEEC','B00ATYGMSQ','B00CP62XBQ','B00CP63D4M','B0093DK1TU','B005EJZA4S','B004H47WPG','B005EJZ9D0','B00CP5YOEQ','B00ATYGMQI','B005H3ZZ14','B00CP60IFO','B0096TD22O','B005H3ZYYC','B003TV4MWY','B00CP64SFU','B00H3LA5JA','B006ZZTBS6','B00CP61PLU','B00CP625QY','B00949U44U','B0093DLCNE','B004I5D2PI']}",http://ecx.images-amazon.com/images/I/4126IEy5JsL._SX395_.jpg,{'Shoes': 190933},,,True,True,women,pics_boots/B00CP6445E.jpg
B00EJZUNWM,West Blvd Womens Lagos Combat Boots,,,"{'also_bought': ['B00AEKWS9C','B00AM481BO','B00F4CEMV2','B008X2CWLM','B00EPRAJ7S','B00CQ80NW4','B00GYL8QV4','B00BHVW6PS','B00E424KF6','B00EP396JO','B00AEKWT8W','B00F0HF7H4','B00GYK9K1A','B00EPQEAJ2','B00AQBQ8XG','B00GNGK4GU','B008X2B17S','B00EB5Q7RK','B00FBPJWTY','B009ZXLMNM','B00E450EIA','B00FHBN3PQ','B00CNH9ZRW','B00AOCX3TE','B00EPRATAK','B00AVPH7RI','B00HFXIIPY','B00GZ6NLF4','B00F13N828','B00ETPDC0M','B0094G8RKQ','B00FHCFYJ8','B007WAF6V4','B00GRHWKAI','B00FNHL8UQ','B007GB6WJY','B00EPRB3UU','B005EEJTAO','B00CF5C6HI','B00HJ0WVCO','B00DSVBR7S','B008V1XK8O','B00KC0IRLC','B00L26ZDOY','B00GUYISXQ','B00FX5CMBM','B00A9OXDVK','B00EPQIZXY','B00CN47GXA','B00EZJB2OU','B00FFI5FFC','B00DZEPJ22','B008MOQ2TO','B00HHFBP2S','B00EPRBBMU','B00BEXZ4HG','B00EJDRP4I','B00AVPHH4Q','B00FJJ4A76','B00DW4NC2E','B00GNPXM6U','B00GHXDE1G','B00H8YVX84','B009TB0TWU','B00AER2L0Q','B00FQDCDBU','B008J0RV4G','B00ACD8O0I','B00AMWGB3G','B00HUOET0G','B009B055PK','B00IYSDNKO','B00FK8FRT6','B0094FYTA4','B00I0I2IXQ','B008X3B43I','B00A76NHCU','B00AWWN9IG','B00CLOC1NW','B00IOOJ2L2','B00AMA1PES','B00DZI0AFO','B009N0CSXU','B008FQT3Q8','B004JM1B7G','B00EU3BAS4','B00ISLR0EC','B00ATQ8RXM','B00GGPZHF6','B00E5TY16Q','B00FQDRXKQ','B009PMIKYW','B00EUIGCS2','B007WA49DA','B00J8DMXYQ']'also_viewed': ['B00F4CEMV2','B00CQ80NW4','B00AEKWS9C','B00AM481BO','B00B323880','B00EP396JO','B00HGVGDVG','B00EPRAJ7S','B005EEJTAO','B00AEKWT8W','B00GRHWKAI','B00AQBQ8XG','B00IDG430Q','B008X2CWLM','B00EPQEAJ2','B008X2B17S','B00GDKVT9C','B00E450EIA','B00BFZQIE6','B00FHCFYJ8','B00HJ0WVCO','B00I0Z8WHA','B00BFMCMT4','B009ZXLMNM','B00KFRMDFS','B00FNHL8UQ','B00FOHKZEK','B00ETFEBHU','B00G64UPZE','B00GDOHTNI','B00GKB38GG','B00D9DMFSA','B00FRKU3P0','B00BHVW6PS','B009AS9P2W','B00IAD700C','B00FCRECVY','B00IAD6VPC','B005DD2JIK','B00DT7TQOC','B00KFSQOZC','B00G564HVQ','B00DZI6SXC','B00J7XQJT2','B00CKXIFMK','B00GYL8QV4','B007HI6WZ0','B00D9FXTYC','B00DI3OO5S','B00DY6976A','B00GNGK4GU','B00H96IJA6','B00KFSQ46G','B00BNPGKKU','B00GSNIWWQ','B00AHJEXC0','B009ZXKC7O','B004RKKJ0A','B008WMIF4G']'bought_together': ['B00AEKWS9C','B00AM481BO','B00CQ80NW4','B00GYL8QV4']}",http://ecx.images-amazon.com/images/I/51YcEo2v2lL._SY395_.jpg,{'Shoes': 2732},,,True,True,women,pics_boots/B00EJZUNWM.jpg
B00GYA74QI,"""Chulis Kid's Girl's Cold Weather Mini Button Shearling Boots Winter Short Boots (GG-K515)""",,9.99,"{'also_bought': ['B00GYC2HP4','B00GN5K7VI','B00FD63T22','B00FXHFWXA','B00EZ8B9IA','B00ABE39FS','B00ESUOGEY','B00E3AJ1GW']'also_viewed': ['B00GYC2HP4','B00FXHFWXA','B00GN5K7VI','B00G9BMEG2','B00EZ8B9IA','B006WX2SE0','B00FD63T22','B00BO516S0','B00FMLYOEA','B003FSTQUY','B00BO516SA','B00ABDGNGQ','B006GGEKEE','B0041T5E20','B009G3WU2I','B00F2RQEGU','B003FSTQCC','B00K8ABI8A','B00G0J7PG2','B00EZ8CPOM','B00F2RQALO','B00A4M86S2','B00FMLZ2VY','B00HKR3R24','B00AFHEA22','B00763JSEI','B00CN4S418','B00EZ8AV5M','B00F2RQ2DA','B00GRCLC2A','B0085B924Q','B0027P7Y5K','B005PSYHP6','B00ABE39FS','B00F2RQ6NG','B00GN5JNEK','B009G41BR2','B00GN5KG1O','B001M55VW4','B008MPH6OI','B005SN21AG','B00F1FMTC6','B005QALK4Y','B005QAWJPS','B00G0J7PI0','B00G57HWPS','B006Z18VLI','B00GT1S1I2','B00GDD0FN0','B00AQF9F4G','B00EKTRXDE','B00GXIW2S6','B00EAEW1NQ','B005QBN2RG','B00AY7YMLW','B009PSKTEA','B00FRV45OO','B00F2RQPWI','B007M8SD4S']'bought_together': ['B00GYC2HP4','B00GN5K7VI','B00FXHFWXA','B00ESUOGEY']}",http://ecx.images-amazon.com/images/I/31qeiTM4FZL._SY395_.jpg,{'Shoes': 51593},,,True,True,women,pics_boots/B00GYA74QI.jpg
B005ERZ7OI,Baretraps Tommie Womens Fashion Ankle Boots,,69.0,"{'also_viewed': ['B00E5TU6V0','B009HHO3RI','B00A0VASHE','B009WXB7OO','B00AEVK64A','B009XNAQ9U','B00C8VCOK8','B00E5TULBK','B00A0VB2DI','B00FRSPTCE','B00E5TU7F0','B00ADZ464I','B00E5TU70U','B00E5TUCGY','B007RLAOFG','B00GTVSCS6','B009N3I4D0','B00ESN57S0','B009N7UMF4','B00EE4ASDC','B009OGBBRW','B005EI9OTG','B006PMIJPU','B00FBPLMLA','B00GQVW3KW','B002P3LURW','B00IKOZTKY','B00EJPUTYO','B005FPTD76','B00C7DRIBC','B00CU56VLA','B00DZI0AFO','B00GQVVZLU','B007RLAFZU','B00JDMLNHA','B00E5TU7D2','B00ELD8TH8','B00GBBFFRA','B001814SM6','B00E5TUHFK']}",http://ecx.images-amazon.com/images/I/411ZMLmFgyL._SY395_.jpg,{'Shoes': 154491},,,True,True,women,pics_boots/B005ERZ7OI.jpg
B00B61YZZS,Riverberry Womens Combat Rugged Sole Fashion Boots,,46.99,"{'also_viewed': ['B00FGIKX6C','B00EZ8A38M','B0085JDZNW','B00AM481BO','B005PPANSE']}",http://ecx.images-amazon.com/images/I/41U-imEFywL._SY395_.jpg,{'Shoes': 152159},,,True,True,women,pics_boots/B00B61YZZS.jpg
B0034HK0L0,"""Justin Boots Women's Stampede Western Boot""",,,"{'also_bought': ['B0051SDRQ0','B0051SFB4Q','B009R5WWXW','B002T1G5AM','B0051SFSEE','B0078J8GKW','B00BJF8UYI','B008KCTHZE','B0099PWJJ2','B00D10KEFM','B0018CFNB0','B00C89HWQ6','B00K0E9B6A','B008R9A1WI','B008KCTHXQ','B008F7E9K2','B003EQ82IE','B002C4KFMU','B00AEB6V62']'also_viewed': ['B0051SDRQ0','B008KCTHZE','B002T1G5AM','B002C4KFMU','B009R5WWXW','B001ASCRB6','B00GB6TKSK','B0051RUD5E','B008YTZCBQ','B00BJF7YCM','B0088WAO30','B00BJFAP1E','B0078IUBSS','B0051SDLPC','B00D10KEFM','B00EAI4BU8','B00JE8WBYW','B0088WANEK','B00LL3SN5E','B007YZBRHO','B005I3VZ3K','B005OO25F0','B0077QNAUW','B003N7MY7O','B001HN6SCS','B00D7K6PMW','B0051SFB4Q','B00DZ4R91G','B008KX6R4M','B009A9Q3QC','B005I3W0HU','B00EOHVB9E','B008KCTHWC','B00D8VK8U0','B005GJFKV4','B008YTZCD4','B00EIID1HO','B00CN6DH2W','B005M9FM7U','B000NKIE4Q','B009ZPJ0H0','B00EAI4AHW','B00991VZJ6','B00BNUTZ2U','B00451XJB2','B0051RVKBU','B0044QYFM0','B0078J9DF4','B009R5R21E','B00BQVTPLM','B00IG7TAUK','B00EAI4AF4','B00EDA88ZC','B0044QZEE8','B005C8S0TS','B00451S9W6','B002T1G4TY','B0051RVQOG','B000NKG9ZW']'bought_together': ['B0051SFB4Q','B0051SDRQ0','B009R5WWXW','B008KCTHZE']}",http://ecx.images-amazon.com/images/I/41GRXq3kwBL._SY395_.jpg,{'Shoes': 2039},,,True,True,women,pics_boots/B0034HK0L0.jpg
B00A0C3ME4,G By Guess Fairly 2 Womens Size 7.5 Black Faux Leather Fashion Ankle Boots,G by GUESS,19.96,"{'also_viewed': ['B00ADJAP1W','B00C7901AQ','B00AUI15WO','B00CBNHRNC','B007RFF2LS','B0051DNX50','B00DBAKFYC','B0071A5SPE','B008N2XCUM','B005DVYCB4','B005A2OTE6','B00DOTDJHK','B009O0PPYI','B00B3YPD7M','B00BKTAU14','B00E9YAA0I','B0052B9SWS','B0075UY31K','B007E5AHF2','B004W1BHEQ','B009XNAQ9U','B002G9A4LS','B00266Q884','B00BETMSG0','B0091VUHRU','B00B7A17J0','B00E6G85W4','B00E9U7APA','B00BNW2EGM','B00K5Z2FBC','B008A60EFC','B005A3ORBU','B00BYO55K6','B00H7SMT8O','B0096UL4QY','B00BHI4BPE','B00BZBQB3I','B00GDJW0UK','B00919EPA2','B00K35U4ZS','B0050U57I0','B00HFMNFQW','B00E7YC6TS','B00DBF3GRU','B0051DHY28','B00KD5F2CS','B00C0O9NRA','B002Z7FEMU','B00DHHFVD4','B00C6D7SP4','B004RMIF18','B0071A5N0O','B00CU59KX6','B00GSA9U1Q','B00E6G87HW','B005FPTD76','B0087CVV1A','B00B8B7FUI']}",http://ecx.images-amazon.com/images/I/41LIkM-FnfL._SY395_.jpg,{'Shoes': 209938},,,True,True,women,pics_boots/B00A0C3ME4.jpg
B0043BJ27Y,"""JohnFashion Women's Mid-calf Sequin Beaded embroidered Cowgirl Boots""",,,"{'also_bought': ['B001SS1FOS','B002GJTTUK']'also_viewed': ['B00B04QENC','B005I3W0WK','B00EIID1XS','B004N63DDS','B007DLAGRQ','B005CMII46','B008JHZ056','B00B04N04S','B009A9Q3LW','B0062FSJGE','B0044QYFM0','B0044QYFO8','B003EQ82IE','B00D4TJO7E','B00BJEEQ1U','B00EPRAWJS','B001SS1FOS','B002QLNCC4','B00EPRBBMU','B005TKIJFY','B0044QZEE8','B0077QNAUW','B00D10KEFM','B005D5ZSVS','B00418BEL6','B00HHNPIK0','B007O283M4','B00EZYWQPY','B00ID7BFEM','B00CN0W8UK','B00E9E6A48','B00EPQAY8S','B000FSADJU','B00EOFQVAK','B0078IUBSS','B00FWLFV1U','B00KQJPRG2','B00451XJB2','B0077QNAUM','B00EL7DF4G','B00D6BEEFM','B007ALHXEI','B00EY9NI3E','B005UVQIKK','B007RN670K','B00AOHKJ1O','B008KCTHZE','B003HC9DME','B00AWRR2SY','B003B3P0TO','B00EPRB3UU','B00AAT5GNW','B002GJTTUK','B00C1VYPK2','B009750CHK','B008YUW0S8','B00BQVTPLM','B004TF8G80','B00EAI4AD6']}",http://ecx.images-amazon.com/images/I/51GxB53W9NL._SY395_.jpg,{'Shoes': 53817},,,True,True,women,pics_boots/B0043BJ27Y.jpg
